"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","24/843","304/18670",0.00583075884731021,0.00583075884731021,0.164653907362633,"CD74/IL12RB1/CORO1A/FGL1/TGFB1/PTPN6/CD83/LOXL3/TNFSF11/LAX1/CCL21/ADAM8/CD1D/TNFAIP8L2/PTAFR/GRB2/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/TNF/HLA-DMB/TARM1/CCL5",24
"GO:0030212","BP","GO:0030212","hyaluronan metabolic process","6/843","37/18670",0.00583753700363479,0.00583753700363479,0.164653907362633,"ITIH4/HYAL2/ITIH6/TGFB1/HYAL1/AP2A1",6
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","11/843","101/18670",0.0058505231923191,0.0058505231923191,0.164653907362633,"CYBA/GNAI2/NQO2/CDH13/SERPINF2/PTAFR/P2RY6/AIF1/MIR26A2/TNF/CCL5",11
"GO:0045123","BP","GO:0045123","cellular extravasation","8/843","61/18670",0.00591322956056795,0.00591322956056795,0.164653907362633,"BST1/CCL21/ADAM8/JAML/CX3CR1/PTAFR/TNF/PECAM1",8
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","13/843","130/18670",0.00595469942945201,0.00595469942945201,0.164653907362633,"CD74/IL12RB1/CD40/CORO1A/BST1/CDKN1A/CD1D/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",13
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","15/843","160/18670",0.00597467123586913,0.00597467123586913,0.164653907362633,"IL12RB1/CD40/CLC/TGFB1/PTPN6/LOXL3/CD1D/CD1B/ALOX15/B2M/IL27/HLA-C/HLA-A/TNF/HLA-B",15
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","15/843","160/18670",0.00597467123586913,0.00597467123586913,0.164653907362633,"TYROBP/CYBA/GSTP1/DDT/TSPO/CD33/PTPN6/TNFRSF8/C5AR2/GHRL/CX3CR1/PTAFR/C1QTNF4/LILRA4/LILRA2",15
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","14/843","145/18670",0.00601265708299757,0.00601265708299757,0.164708526206791,"IL12RB1/CD40/CLC/TGFB1/PTPN6/LOXL3/CD1D/CD1B/B2M/IL27/HLA-C/HLA-A/TNF/HLA-B",14
"GO:0000956","BP","GO:0000956","nuclear-transcribed mRNA catabolic process","18/843","207/18670",0.0060749372501654,0.0060749372501654,0.165424043165532,"RPL18/RPS16/RPL18A/RPL28/RPL19/RPLP1/RPS11/RPS8/PNLDC1/RPL10/RPL27A/POLR2G/PYM1/EXOSC1/RPS21/RPLP2/UBA52/RPS28",18
"GO:0045010","BP","GO:0045010","actin nucleation","7/843","49/18670",0.00612728233900456,0.00612728233900456,0.165862155374113,"CORO1A/GMFG/GSN/ARPC2/CORO1B/ARPC4/BRK1",7
"GO:0050730","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","21/843","256/18670",0.00624746550115776,0.00624746550115776,0.167741972868565,"CD74/HYAL2/CD40/TGFB1/NEURL1/UNC119/BST1/SH2B3/PTPN6/NEDD9/THBS4/TNFSF18/VPS25/BANK1/GHRL/NCF1/PRKCD/ERBB4/TNF/PECAM1/CCL5",21
"GO:1901136","BP","GO:1901136","carbohydrate derivative catabolic process","17/843","192/18670",0.00631980079099159,0.00631980079099159,0.167741972868565,"TYMP/GALC/HYAL2/ADA2/SAMHD1/CST3/ABCD1/RENBP/TGFB1/HYAL1/FBXO6/NAGK/NPL/CDA/PRKCD/NAGA/NEU1",17
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","13/843","131/18670",0.00634589287234282,0.00634589287234282,0.167741972868565,"CD74/IL12RB1/CD40/CORO1A/BST1/CDKN1A/CD1D/CLECL1/AIF1/HLA-DPB1/HLA-DPA1/HLA-DMB/CCL5",13
"GO:0051208","BP","GO:0051208","sequestering of calcium ion","13/843","131/18670",0.00634589287234282,0.00634589287234282,0.167741972868565,"CYBA/PRKACA/FKBP1A/MCOLN1/CAPN3/CORO1A/TGFB1/PTPN6/CASQ2/CCL21/TPCN2/P2RY6/ANXA6",13
"GO:0030595","BP","GO:0030595","leukocyte chemotaxis","19/843","224/18670",0.00638006169240078,0.00638006169240078,0.167741972868565,"CD74/DDT/CORO1A/MAPK3/BST1/THBS4/PGF/TNFSF11/C5AR2/DYSF/IL36G/CCL21/ADAM8/JAML/CXCR2/AIF1/GPSM3/CKLF/CCL5",19
"GO:0006839","BP","GO:0006839","mitochondrial transport","21/843","258/18670",0.00681044808418619,0.00681044808418619,0.177617589553546,"CAMK2A/TSPO/GRPEL1/ATP5F1E/ALKBH7/TIMM17B/TST/ATP5IF1/STARD3/COX5B/TIMM8B/TOMM40L/ATP5MG/ATP5PD/ATP5ME/SLC25A20/SMDT1/UBL5/HSPA1A/HSPA1L/CHCHD10",21
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","33/843","464/18670",0.00690835685789078,0.00690835685789078,0.177617589553546,"TYROBP/CD74/CYBA/HYAL2/IL12RB1/DDT/CD40/MAPK3/TGFB1/CD83/TNFRSF8/IL36G/IRF8/NLRP12/ADAM8/MNDA/B2M/SERPINF2/PTAFR/C1QTNF4/POLR2L/ATP6AP2/IL27/HSPA1B/HSPA1A/AIF1/GPSM3/HLA-DPB1/HLA-DPA1/TNF/NFAM1/LILRA2/CLEC5A",33
"GO:0016054","BP","GO:0016054","organic acid catabolic process","22/843","275/18670",0.00694772792135264,0.00694772792135264,0.177617589553546,"ACAA1/HYAL2/HSD17B10/TXN2/ABCD1/RENBP/ECH1/IL4I1/TGFB1/HYAL1/KYNU/KMO/AKR1A1/NAGK/TST/NPL/AMDHD1/MAT1A/HPD/FABP1/ACOX2/ACOT4",22
"GO:0046395","BP","GO:0046395","carboxylic acid catabolic process","22/843","275/18670",0.00694772792135264,0.00694772792135264,0.177617589553546,"ACAA1/HYAL2/HSD17B10/TXN2/ABCD1/RENBP/ECH1/IL4I1/TGFB1/HYAL1/KYNU/KMO/AKR1A1/NAGK/TST/NPL/AMDHD1/MAT1A/HPD/FABP1/ACOX2/ACOT4",22
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","31/843","429/18670",0.00695754722824424,0.00695754722824424,0.177617589553546,"PSMC4/CD74/NFYC/TIGAR/MAEA/PSMA7/ABCD1/OAZ1/TGFB1/APOA5/PFKFB4/FOXA2/PSMB7/CDA/PSMD4/SLC2A6/PMVK/FABP1/FBP1/PTAFR/P2RY6/PPP1CA/ZBTB7A/PRKAG1/AP2A1/GUCA2A/PSMB8/TMSB4X/TNF/EIF6/PSMB3",31
"GO:0045333","BP","GO:0045333","cellular respiration","17/843","194/18670",0.00699072267093141,0.00699072267093141,0.177617589553546,"NDUFB7/COX6A1/NDUFA1/COX6B1/UQCR11/COX5B/NDUFB10/NDUFS6/NDUFB11/COA6/PRELID1/NDUFA3/UQCRH/FAHD1/NDUFB1/UQCR10/NDUFA6",17
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","15/843","163/18670",0.00706628652411597,0.00706628652411597,0.177617589553546,"TYROBP/CYBA/GSTP1/DDT/TSPO/CD33/PTPN6/TNFRSF8/C5AR2/GHRL/CX3CR1/PTAFR/C1QTNF4/LILRA4/LILRA2",15
"GO:1902600","BP","GO:1902600","proton transmembrane transport","15/843","163/18670",0.00706628652411597,0.00706628652411597,0.177617589553546,"SLC9A3R1/COX6A1/ATP6V0B/HVCN1/ATP5F1E/COX6B1/COX5B/ATP6V0D1/SLC2A6/ATP5MG/ATP5PD/ATP5ME/OTOP3/TMSB4X/CHCHD10",15
"GO:0009206","BP","GO:0009206","purine ribonucleoside triphosphate biosynthetic process","8/843","63/18670",0.0071887822756481,0.0071887822756481,0.179709219269293,"NME3/TGFB1/ATP5F1E/COX5B/ATP5MG/ATP5PD/ATP5ME/TMSB4X",8
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis","11/843","104/18670",0.00727312411273077,0.00727312411273077,0.180829504541922,"CD74/BST1/THBS4/C5AR2/DYSF/IL36G/CCL21/JAML/CXCR2/CKLF/CCL5",11
"GO:0032692","BP","GO:0032692","negative regulation of interleukin-1 production","6/843","39/18670",0.00759171481805563,0.00759171481805563,0.185688290143367,"GSTP1/MEFV/CD33/NLRP12/GHRL/CX3CR1",6
"GO:0051092","BP","GO:0051092","positive regulation of NF-kappaB transcription factor activity","14/843","149/18670",0.0076033473216039,0.0076033473216039,0.185688290143367,"CAMK2A/CAPN3/CD40/TGFB1/TNFSF18/TNFSF11/ADAM8/CX3CR1/ZBTB7A/CIB1/HSPA1B/HSPA1A/UBA52/TNF",14
"GO:0071466","BP","GO:0071466","cellular response to xenobiotic stimulus","16/843","180/18670",0.00763739760044773,0.00763739760044773,0.185688290143367,"ACAA1/GSTP1/PTGS1/GGT1/TGFB1/PPP1R9B/BCHE/CASQ2/NQO2/CYP2E1/ACY3/CYP2C8/NAT2/SULT1A1/ATG7/AIF1",16
"GO:0044409","BP","GO:0044409","entry into host","13/843","134/18670",0.00764332400634843,0.00764332400634843,0.185688290143367,"CD74/HYAL2/HAVCR1/HYAL1/VAMP8/GSN/GRB2/WWP2/CTNND1/HSPA1B/HSPA1A/HS3ST5/CLEC5A",13
"GO:0009074","BP","GO:0009074","aromatic amino acid family catabolic process","5/843","28/18670",0.00767149850327692,0.00767149850327692,0.185688290143367,"IL4I1/KYNU/KMO/AMDHD1/HPD",5
"GO:0009145","BP","GO:0009145","purine nucleoside triphosphate biosynthetic process","8/843","64/18670",0.00789938944124674,0.00789938944124674,0.188216812015671,"NME3/TGFB1/ATP5F1E/COX5B/ATP5MG/ATP5PD/ATP5ME/TMSB4X",8
"GO:0010257","BP","GO:0010257","NADH dehydrogenase complex assembly","8/843","64/18670",0.00789938944124674,0.00789938944124674,0.188216812015671,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/NDUFA6",8
"GO:0032981","BP","GO:0032981","mitochondrial respiratory chain complex I assembly","8/843","64/18670",0.00789938944124674,0.00789938944124674,0.188216812015671,"NDUFB7/NDUFA1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/NDUFB1/NDUFA6",8
"GO:0042611","CC","GO:0042611","MHC protein complex","12/880","25/19717",1.76362901639279e-10,1.76362901639279e-10,8.18695153925496e-08,"CD74/B2M/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/HLA-DMB",12
"GO:0030139","CC","GO:0030139","endocytic vesicle","38/880","303/19717",9.20901222663707e-09,9.20901222663707e-09,2.13746020628787e-06,"EHD3/CD74/AP2S1/CYBA/HYAL2/CAMK2A/STXBP2/MCOLN1/NCF4/CORO1A/UNC93B1/WNT5B/ATP6V0B/VAMP8/CLTA/HVCN1/FCHO1/DYSF/SH3KBP1/GSN/ADAM8/NCF1/ATP6V0D1/B2M/RAB31/ACTG1/SFTPA2/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/UBA52/HLA-DPB1/HLA-DPA1/HLA-B",38
"GO:0098798","CC","GO:0098798","mitochondrial protein complex","34/880","259/19717",1.76753536062674e-08,1.76753536062674e-08,2.73502840012769e-06,"HSD17B10/MRPS34/NDUFB7/GRPEL1/COX6A1/MRPS15/ATP5F1E/NDUFA1/TIMM17B/MRPS12/MRPL34/NDUFB10/NDUFS6/NDUFB11/TIMM8B/ATP5MPL/TOMM40L/ATP5MG/MRPL58/ATP5PD/ATP5ME/NDUFA3/UQCRH/MRPL11/SMDT1/NDUFB1/COA3/UQCR10/NDUFA6/MRPL40/MRPL53/MRPL20/CHCHD10/MPV17L2",34
"GO:0030666","CC","GO:0030666","endocytic vesicle membrane","25/880","167/19717",1.06976186743925e-07,1.06976186743925e-07,9.77734980633271e-06,"CD74/AP2S1/CYBA/CAMK2A/MCOLN1/CORO1A/WNT5B/ATP6V0B/VAMP8/HVCN1/FCHO1/ATP6V0D1/B2M/RAB31/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/UBA52/HLA-DPB1/HLA-DPA1/HLA-B",25
"GO:0034774","CC","GO:0034774","secretory granule lumen","37/880","321/19717",1.31768300141853e-07,1.31768300141853e-07,9.77734980633271e-06,"ITIH4/ACAA1/GSTP1/FTL/UNC13D/ADA2/ARSA/TIMP1/COTL1/CTSH/MAN2B1/RETN/TGFB1/LGALS3BP/VAT1/PTPN6/QPCT/NPC2/CFP/GMFG/PSMB7/GSN/GHRL/CDA/S100A11/MNDA/PRKCD/S100P/B2M/SERPINF2/OSCAR/LRG1/CANT1/HSPA6/ATG7/NEU1/TMSB4X",37
"GO:0042613","CC","GO:0042613","MHC class II protein complex","8/880","16/19717",1.42662427686113e-07,1.42662427686113e-07,9.77734980633271e-06,"CD74/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DMB",8
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","37/880","325/19717",1.80587582214552e-07,1.80587582214552e-07,9.77734980633271e-06,"ITIH4/ACAA1/GSTP1/FTL/UNC13D/ADA2/ARSA/TIMP1/COTL1/CTSH/MAN2B1/RETN/TGFB1/LGALS3BP/VAT1/PTPN6/QPCT/NPC2/CFP/GMFG/PSMB7/GSN/GHRL/CDA/S100A11/MNDA/PRKCD/S100P/B2M/SERPINF2/OSCAR/LRG1/CANT1/HSPA6/ATG7/NEU1/TMSB4X",37
"GO:0042581","CC","GO:0042581","specific granule","24/880","160/19717",1.84343163567304e-07,1.84343163567304e-07,9.77734980633271e-06,"CYBA/ACAA1/STXBP2/DNAJC5/RETN/CD33/BST1/PTPN6/QPCT/LAMTOR2/VAMP8/HVCN1/CD93/CFP/LAMTOR1/MS4A3/ADAM8/B2M/OSCAR/LRG1/CANT1/NEU1/TARM1/CLEC5A",24
"GO:0031983","CC","GO:0031983","vesicle lumen","37/880","327/19717",2.10909817541057e-07,2.10909817541057e-07,9.77734980633271e-06,"ITIH4/ACAA1/GSTP1/FTL/UNC13D/ADA2/ARSA/TIMP1/COTL1/CTSH/MAN2B1/RETN/TGFB1/LGALS3BP/VAT1/PTPN6/QPCT/NPC2/CFP/GMFG/PSMB7/GSN/GHRL/CDA/S100A11/MNDA/PRKCD/S100P/B2M/SERPINF2/OSCAR/LRG1/CANT1/HSPA6/ATG7/NEU1/TMSB4X",37
"GO:0005774","CC","GO:0005774","vacuolar membrane","43/880","412/19717",2.20660611885991e-07,2.20660611885991e-07,9.77734980633271e-06,"CD74/AP2S1/MCOLN1/ABCC6/MARCHF2/DNAJC5/ABCD1/CLCN7/MAN2B1/LAMTOR2/ATP6V0B/VAMP8/CLTA/STARD3/CD63/MYO7A/LAMTOR1/SIDT2/AP1S3/LPCAT1/CD1D/CD1B/ATP6V0D1/SLC2A6/MFSD12/TPCN2/WDR81/GABARAP/TMEM150B/HLA-DRB1/HLA-DQA1/AP2A1/ANXA6/HLA-DRB5/GLMP/HLA-DRA/NEU1/UBA52/HLA-DPB1/HLA-DPA1/NFAM1/HLA-DMB/DDOST",43
"GO:0005743","CC","GO:0005743","mitochondrial inner membrane","47/880","473/19717",2.60703120093143e-07,2.60703120093143e-07,9.77734980633271e-06,"HCCS/MRPS34/NDUFB7/MTG2/GRPEL1/COX6A1/MRPS15/ATP5F1E/NDUFA1/COX6B1/TIMM17B/UQCR11/MRPS12/SLC27A1/MRPL34/CYP2E1/COX5B/NDUFB10/SLC25A52/NDUFS6/NDUFB11/TIMM8B/ATP5MPL/SLC25A34/ATP5MG/MRPL58/ATP5PD/ATP5ME/NDUFA3/UQCRH/MRPL11/AURKAIP1/SLC25A20/HIGD1A/MRPS23/SMDT1/NDUFB1/COA3/UQCR10/NDUFA6/MRPL40/MRPL53/PISD/MTFP1/MRPL20/CHCHD10/MPV17L2",47
"GO:0071556","CC","GO:0071556","integral component of lumenal side of endoplasmic reticulum membrane","10/880","29/19717",2.75286450666002e-07,2.75286450666002e-07,9.77734980633271e-06,"CD74/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",10
"GO:0098553","CC","GO:0098553","lumenal side of endoplasmic reticulum membrane","10/880","29/19717",2.75286450666002e-07,2.75286450666002e-07,9.77734980633271e-06,"CD74/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",10
"GO:0070820","CC","GO:0070820","tertiary granule","24/880","164/19717",2.94872454476701e-07,2.94872454476701e-07,9.77734980633271e-06,"CYBA/STXBP2/DYNLL1/CST3/CTSH/CD33/PTPN6/QPCT/LAMTOR2/VAMP8/CD93/CFP/ADGRE3/LAMTOR1/ADAM8/CDA/B2M/PTAFR/OSCAR/LRG1/CANT1/ATP6AP2/TARM1/CLEC5A",24
"GO:0005765","CC","GO:0005765","lysosomal membrane","38/880","354/19717",5.53997046247151e-07,5.53997046247151e-07,1.62335133526445e-05,"CD74/AP2S1/MCOLN1/MARCHF2/DNAJC5/ABCD1/CLCN7/LAMTOR2/VAMP8/CLTA/STARD3/CD63/MYO7A/LAMTOR1/SIDT2/AP1S3/LPCAT1/CD1D/CD1B/ATP6V0D1/SLC2A6/MFSD12/TPCN2/WDR81/HLA-DRB1/HLA-DQA1/AP2A1/ANXA6/HLA-DRB5/GLMP/HLA-DRA/NEU1/UBA52/HLA-DPB1/HLA-DPA1/NFAM1/HLA-DMB/DDOST",38
"GO:0098800","CC","GO:0098800","inner mitochondrial membrane protein complex","21/880","135/19717",5.75739472577046e-07,5.75739472577046e-07,1.62335133526445e-05,"NDUFB7/GRPEL1/COX6A1/ATP5F1E/NDUFA1/TIMM17B/NDUFB10/NDUFS6/NDUFB11/ATP5MPL/ATP5MG/ATP5PD/ATP5ME/NDUFA3/UQCRH/SMDT1/NDUFB1/COA3/UQCR10/NDUFA6/CHCHD10",21
"GO:0098852","CC","GO:0098852","lytic vacuole membrane","38/880","355/19717",5.9449260917281e-07,5.9449260917281e-07,1.62335133526445e-05,"CD74/AP2S1/MCOLN1/MARCHF2/DNAJC5/ABCD1/CLCN7/LAMTOR2/VAMP8/CLTA/STARD3/CD63/MYO7A/LAMTOR1/SIDT2/AP1S3/LPCAT1/CD1D/CD1B/ATP6V0D1/SLC2A6/MFSD12/TPCN2/WDR81/HLA-DRB1/HLA-DQA1/AP2A1/ANXA6/HLA-DRB5/GLMP/HLA-DRA/NEU1/UBA52/HLA-DPB1/HLA-DPA1/NFAM1/HLA-DMB/DDOST",38
"GO:0098576","CC","GO:0098576","lumenal side of membrane","10/880","34/19717",1.47052317480813e-06,1.47052317480813e-06,3.7924018718736e-05,"CD74/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",10
"GO:0010008","CC","GO:0010008","endosome membrane","45/880","479/19717",2.17684885067822e-06,2.17684885067822e-06,5.31850605622766e-05,"EHD3/AP2S1/YIPF1/MCOLN1/MARCHF2/NCF4/CHMP4B/EHD1/LAMTOR2/ATP6V0B/VAMP8/CLTA/CHMP2A/VPS25/STARD3/CD63/VPS45/SCAMP2/MVB12A/LAMTOR1/CD1D/CD1B/ATP6V0D1/TPCN2/B2M/SNX20/WDR81/RAB31/TMEM150B/SORCS2/HLA-DRB1/HLA-DQA1/AP2A1/ANXA6/HLA-DRB5/HLA-DRA/HLA-C/PSENEN/HLA-A/UBA52/HLA-DPB1/HLA-DPA1/HLA-B/HLA-DMB/TICAM2",45
"GO:0030667","CC","GO:0030667","secretory granule membrane","32/880","298/19717",4.25771335608697e-06,4.25771335608697e-06,9.54652625278603e-05,"TYROBP/CYBA/STXBP2/DYNLL1/DNAJC5/CD33/CPE/BST1/LAMTOR2/VAMP8/HVCN1/CD93/SIGLEC9/ADGRE3/CD63/LAMTOR1/MS4A3/ADAM8/LPCAT1/CYB5R1/RAB31/PTAFR/RHOG/CXCR2/ATP6AP2/NFAM1/MOXD2P/TICAM2/DDOST/TARM1/CLEC5A/PECAM1",32
"GO:0044391","CC","GO:0044391","ribosomal subunit","24/880","190/19717",4.31866663816511e-06,4.31866663816511e-06,9.54652625278603e-05,"RPL18/MRPS34/RPS16/RPL18A/RPL28/RPL19/MRPS15/MRPS12/MRPL34/RPLP1/RPS11/RPS8/RPL10/RPL27A/MRPL58/RPS21/MRPL11/RPLP2/MRPL40/MRPL53/UBA52/RPS28/MRPL20/MPV17L2",24
"GO:0045335","CC","GO:0045335","phagocytic vesicle","19/880","132/19717",6.3815381526341e-06,6.3815381526341e-06,0.000134653508388117,"CYBA/STXBP2/MCOLN1/NCF4/CORO1A/UNC93B1/ATP6V0B/VAMP8/HVCN1/GSN/ADAM8/NCF1/ATP6V0D1/B2M/RAB31/ACTG1/HLA-C/HLA-A/HLA-B",19
"GO:0005840","CC","GO:0005840","ribosome","29/880","272/19717",1.35875805638543e-05,1.35875805638543e-05,0.000274239040213261,"RPL18/MRPS34/APEX1/MTG2/RPS16/RPL18A/RPL28/RPL19/MRPS15/MRPS12/MRPL34/RPLP1/RPS11/RPS8/RPL10/RPL27A/MRPL58/RPS21/MRPL11/AURKAIP1/RPLP2/MRPS23/MRPL40/RPS6KL1/MRPL53/UBA52/RPS28/MRPL20/MPV17L2",29
"GO:0030134","CC","GO:0030134","COPII-coated ER to Golgi transport vesicle","15/880","93/19717",1.48518365644483e-05,1.48518365644483e-05,0.000287265786180776,"CD74/ERGIC3/B2M/YIF1B/YIF1A/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/TICAM2",15
"GO:0030669","CC","GO:0030669","clathrin-coated endocytic vesicle membrane","10/880","44/19717",1.85472800034747e-05,1.85472800034747e-05,0.000337593482480369,"CD74/AP2S1/FCHO1/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1",10
"GO:0045334","CC","GO:0045334","clathrin-coated endocytic vesicle","12/880","63/19717",1.89082970913041e-05,1.89082970913041e-05,0.000337593482480369,"CD74/AP2S1/CLTA/FCHO1/SFTPA2/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-DPB1/HLA-DPA1",12
"GO:0070469","CC","GO:0070469","respirasome","15/880","100/19717",3.60276185495959e-05,3.60276185495959e-05,0.00058869991141431,"NDUFB7/COX6A1/NDUFA1/COX6B1/UQCR11/NDUFB10/NDUFS6/NDUFB11/NDUFA3/UQCRH/HIGD1A/NDUFB1/COA3/UQCR10/NDUFA6",15
"GO:0101002","CC","GO:0101002","ficolin-1-rich granule","17/880","124/19717",3.67770579579688e-05,3.67770579579688e-05,0.00058869991141431,"GSTP1/CST3/COTL1/CTSH/QPCT/GMFG/PSMB7/GSN/CDA/MNDA/LRG1/CANT1/HSPA6/PRG2/ATG7/HSPA1B/HSPA1A",17
"GO:1904813","CC","GO:1904813","ficolin-1-rich granule lumen","17/880","124/19717",3.67770579579688e-05,3.67770579579688e-05,0.00058869991141431,"GSTP1/CST3/COTL1/CTSH/QPCT/GMFG/PSMB7/GSN/CDA/MNDA/LRG1/CANT1/HSPA6/PRG2/ATG7/HSPA1B/HSPA1A",17
"GO:0030055","CC","GO:0030055","cell-substrate junction","37/880","412/19717",4.5614720350354e-05,4.5614720350354e-05,0.000705827778052846,"EHD3/ARHGAP31/CYBA/RPL18/SLC9A3R2/LIMS2/ACTB/MAPK3/RPS16/PDLIM1/RPL19/PFN1/LPXN/NEDD9/VASP/STARD8/CIB2/HMGA1/RPLP1/CDH13/RPS11/RPS8/SH3KBP1/ZNF185/GSN/NEXN/ARPC2/B2M/PPIB/CORO1B/CFL1/RHOG/RPLP2/ACTG1/ANXA6/HSPA1B/HSPA1A",37
"GO:0005925","CC","GO:0005925","focal adhesion","36/880","405/19717",7.1031245544254e-05,7.1031245544254e-05,0.0010636597380311,"EHD3/ARHGAP31/CYBA/RPL18/SLC9A3R2/LIMS2/ACTB/MAPK3/RPS16/PDLIM1/RPL19/PFN1/LPXN/NEDD9/VASP/STARD8/HMGA1/RPLP1/CDH13/RPS11/RPS8/SH3KBP1/ZNF185/GSN/NEXN/ARPC2/B2M/PPIB/CORO1B/CFL1/RHOG/RPLP2/ACTG1/ANXA6/HSPA1B/HSPA1A",36
"GO:0012507","CC","GO:0012507","ER to Golgi transport vesicle membrane","11/880","62/19717",8.29192640234867e-05,8.29192640234867e-05,0.0012028748498144,"CD74/B2M/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B",11
"GO:0015934","CC","GO:0015934","large ribosomal subunit","16/880","121/19717",9.59116817048021e-05,9.59116817048021e-05,0.00130977051147209,"RPL18/RPL18A/RPL28/RPL19/MRPL34/RPLP1/RPL10/RPL27A/MRPL58/MRPL11/RPLP2/MRPL40/MRPL53/UBA52/MRPL20/MPV17L2",16
"GO:0098803","CC","GO:0098803","respiratory chain complex","13/880","85/19717",9.59310374615609e-05,9.59310374615609e-05,0.00130977051147209,"NDUFB7/COX6A1/NDUFA1/COX6B1/NDUFB10/NDUFS6/NDUFB11/NDUFA3/UQCRH/NDUFB1/COA3/UQCR10/NDUFA6",13
"GO:0031902","CC","GO:0031902","late endosome membrane","17/880","134/19717",9.91303672077439e-05,9.91303672077439e-05,0.00131478171243955,"YIPF1/MCOLN1/CHMP4B/LAMTOR2/VAMP8/CHMP2A/STARD3/CD63/MVB12A/LAMTOR1/WDR81/HLA-DRB1/ANXA6/HLA-DRB5/HLA-DRA/HLA-DMB/TICAM2",17
"GO:0030135","CC","GO:0030135","coated vesicle","28/880","289/19717",0.000104540440468391,0.000104540440468391,0.00134802146919767,"CD74/AP2S1/UNC13D/DNAJC5/COPE/VAMP8/CLTA/ERGIC3/FCHO1/MALL/NECAP2/B2M/YIF1B/RGS19/YIF1A/SFTPA2/HLA-DRB1/HLA-DQA1/AP2A1/HLA-DRB5/HLA-DRA/HLA-C/DENND1C/HLA-A/HLA-DPB1/HLA-DPA1/HLA-B/TICAM2",28
"GO:0030670","CC","GO:0030670","phagocytic vesicle membrane","12/880","76/19717",0.000129151261786215,0.000129151261786215,0.00162036149211154,"CYBA/MCOLN1/CORO1A/ATP6V0B/VAMP8/HVCN1/ATP6V0D1/B2M/RAB31/HLA-C/HLA-A/HLA-B",12
"GO:1904724","CC","GO:1904724","tertiary granule lumen","10/880","55/19717",0.000140193570263545,0.000140193570263545,0.00171261397468763,"CST3/CTSH/PTPN6/QPCT/CFP/CDA/B2M/OSCAR/LRG1/CANT1",10
"GO:0008180","CC","GO:0008180","COP9 signalosome","8/880","36/19717",0.000151431689062391,0.000151431689062391,0.00180246625847542,"DYNLL1/COPS9/HSPA6/BASP1/GRB2/HSPA1B/HSPA1A/HSPA1L",8
"GO:0035579","CC","GO:0035579","specific granule membrane","13/880","91/19717",0.000194640389088211,0.000194640389088211,0.00216983873007783,"CYBA/DNAJC5/CD33/BST1/LAMTOR2/VAMP8/HVCN1/CD93/LAMTOR1/MS4A3/ADAM8/TARM1/CLEC5A",13
