gene_names	ID	CpG_logFC	Gene_logFC	Gene_P.value	Gene_log2_P.value
KRTAP9	17_39418969	"NA"	0	1	-0
KRTAP9	17_39329339	"NA"	0	1	-0
KRTDAP	19_35986224	"NA"	1.3119605938722678	0.14547601044395875	2.7811468281249816
L1CAM	X_153172078	"NA"	0.8614040266956485	0.0891376921368006	3.4878205811451695
L1CAM	X_153139427	"NA"	0.8614040266956485	0.0891376921368006	3.4878205811451695
L29074.3	X_146982677	"NA"	0	1	-0
LA16c-321D4.2	16_2996130	"NA"	0	1	-0
LA16c-390E6.3	16_1522211	DOWN	0	1	-0
LAG3	12_6875081	"NA"	0.003934746557819002	0.9969600592848533	0.004392387080242653
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAGE3	X_153701575	UP	0.13526372617152171	0.7314877514260698	0.45109438787809647
LAMA5	20_60871672	"NA"	-0.09875022836335035	0.9110751114011679	0.13435809642644791
LAMA5	20_60939241	"NA"	-0.09875022836335035	0.9110751114011679	0.13435809642644791
LAMP2	X_119600109	UP	0.014961800071132458	0.950011602601174	0.07398296153540108
LAMP2	X_119600109	UP	0.014961800071132458	0.950011602601174	0.07398296153540108
LAMTOR4	7_99740024	"NA"	-0.2189816650347005	0.5368724791928821	0.8973486425863725
LANCL3	X_37424457	"NA"	-1.1085430418052309	0.2877965756766881	1.7968786684924418
LARP1P1	6_26163576	"NA"	1.006910360583287	0.30796952292087976	1.6991405079491924
LARS	5_145560206	"NA"	0	1	-0
LAS1L	X_64745570	UP	-0.057954019463420714	0.7836045712031636	0.35180228121129165
LAS1L	X_64745570	UP	-0.057954019463420714	0.7836045712031636	0.35180228121129165
LAS1L	X_64745570	UP	-0.057954019463420714	0.7836045712031636	0.35180228121129165
LBR	1_225596388	"NA"	-0.20066563588345954	0.5151289248619939	0.9569945441809308
LBR	1_225616610	"NA"	-0.20066563588345954	0.5151289248619939	0.9569945441809308
LCA10	X_153139427	"NA"	0	1	-0
LCA5L	21_40815480	"NA"	0.22926000323370155	0.6085034570767971	0.7166626355746801
LCE1A	1_152795218	"NA"	0.03873357495459118	0.8368561772063233	0.2569483935694411
LCE1D	1_152762464	"NA"	0.03873357495459118	0.8364512988643691	0.2576465509563568
LCE1F	1_152741438	"NA"	0.03873357495459029	0.8255606394090493	0.27655390644576666
LCE2A	1_152667136	"NA"	0.03873357495459118	0.7822325924896228	0.35433044625763566
LCE2B	1_152645894	"NA"	0.03873357495459118	0.7822325924896228	0.35433044625763566
LCE2C	1_152645894	"NA"	0.03873357495459118	0.7822325924896228	0.35433044625763566
LCE2D	1_152635324	"NA"	0.03873357495459118	0.8137248058558143	0.2973871239265165
LCE3E	1_152535423	"NA"	-0.35062232821901684	0.3338396461058277	1.5827727985337026
LCE4A	1_152678657	"NA"	0.43654735051242	0.02454038497531339	5.348698308434091
LCE6A	1_152813088	"NA"	0.03873357495459118	0.8137248058558143	0.2973871239265165
LCN10	9_139632800	"NA"	-1.8114456638746221	0.24809204552355468	2.01105261547198
LCN6	9_139639884	UP	-1.1265976482287106	0.5309308583222545	0.9134040998662736
LCN6	9_139639884	UP	-1.1265976482287106	0.5309308583222545	0.9134040998662736
LCORL	4_18013641	"NA"	-0.1623264190924658	0.6378049498189844	0.6488128009165173
LDB2	4_16897815	"NA"	0.015533272901165684	0.988319850033976	0.016950077995550757
LDLRAP1	1_25869153	"NA"	-0.07733316590792239	0.8672867134932631	0.2054190867281669
LEF1	4_109084351	"NA"	0.10562177412612339	0.9050491003034759	0.14393203214699515
LEF1-AS1	4_109084351	"NA"	-0.6196231039642224	0.5235430494580349	0.9336199241379665
LEFTY2	1_226110293	UP	-0.04908710920952686	0.9511414021263134	0.0722682585525887
LEKR1	3_156536810	"NA"	0.17193770426138155	0.7633747642562887	0.3895366003486679
LELP1	1_153174920	DOWN	-0.058481224924355146	0.7926691044212653	0.3352093488027737
LEMD2	6_33746353	"NA"	-0.06263370532319357	0.7287020740054752	0.4565989980401629
LENG1	19_54663038	"NA"	0.3196546788594494	0.22145498320781373	2.1749146335940797
LENG8	19_54959142	"NA"	-0.29553049035002843	0.4192961078086951	1.2539586567163101
LENG8-AS1	19_54959142	"NA"	0.06291597168990437	0.8292368090503484	0.27014393712822066
LEPR	1_65885295	"NA"	0.3058556114389166	0.6377637612009392	0.6489059713031882
LEPRE1	1_43218803	"NA"	0	1	-0
LEPRE1	1_43223689	UP	0	1	-0
LEPREL2	12_6921878	"NA"	0	1	-0
LEPREL4	17_39966891	UP	0	1	-0
LEPREL4	17_39966891	UP	0	1	-0
LEPROT	1_65885295	"NA"	-0.13162808870602305	0.6155777162968477	0.6999870873438958
LETM2	8_38242580	"NA"	-0.7538133835826137	0.06515645244246698	3.9399481338392874
LFNG	7_2551395	"NA"	-0.2654977063288708	0.7230883316519522	0.4677561989527238
LGALS2	22_37975983	"NA"	-0.7310355019406571	0.7120091092253023	0.49003239618149935
LGALSL	2_64676041	"NA"	0.9566302412830237	0.3543020323159263	1.496948353947932
LGI4	19_35628459	UP	0.10651821041093751	0.8692255214678252	0.20219756054933558
LGI4	19_35628459	UP	0.10651821041093751	0.8692255214678252	0.20219756054933558
LHFPL1	X_111920884	"NA"	-1.032172933944969	0.1334240785974856	2.905909046517312
LHFPL5	6_35767115	"NA"	-0.563380529617207	0.5182713708036444	0.9482203931199416
LHX1	17_35287723	"NA"	-0.20239798079782823	0.8066754827570789	0.3099396860389532
LHX2	9_126768067	"NA"	-0.45654152379221236	0.5877803247611557	0.7666510275697512
LHX8	1_75593629	DOWN	0.16438606660083543	0.7597553676182907	0.39639313256468983
LHX9	1_197874612	"NA"	0.9393006522199041	0.2626189247597137	1.9289572118887492
LIF	22_30640576	"NA"	0.692189570867613	0.5134385334817342	0.9617365208733959
LIG3	17_33305146	"NA"	-0.10539380919429941	0.6750127651552653	0.5670133096838021
LIG3	17_33327263	"NA"	-0.10539380919429941	0.6750127651552653	0.5670133096838021
LILRA2	19_55082318	"NA"	-0.9789456603660938	0.2554944314913848	1.968636246962472
LILRA6	19_54738657	"NA"	-1.0981784554149203	0.40623576861721566	1.2996108219327482
LILRB1	19_55082318	"NA"	-1.858538681039684	0.08997930359380889	3.4742629887351426
LILRB3	19_54738657	"NA"	-1.3406874921708516	0.21019807246799777	2.250178655147742
LILRB3	19_54738657	"NA"	-1.3406874921708516	0.21019807246799777	2.250178655147742
LILRB3	19_54738657	"NA"	-1.3406874921708516	0.21019807246799777	2.250178655147742
LILRB3	19_54738657	"NA"	-1.3406874921708516	0.21019807246799777	2.250178655147742
LILRB5	19_54738657	"NA"	-0.16386835403199218	0.8796549260581551	0.18499040534008732
LIMCH1	4_41680868	"NA"	1.2257955583342717	0.29995919872725263	1.7371618201564742
LIMD1-AS1	3_45726569	"NA"	0.18989429588678597	0.7371561453819981	0.43995784964019197
LIMK2	22_31607792	"NA"	-0.3209859110770745	0.309245479351111	1.6931755893070697
LIMS2	2_128434304	"NA"	0.023116345920472403	0.9734053572606922	0.03888738019270093
LIN28B	6_105403020	DOWN	-0.3255855512772303	0.41307648228356697	1.2755191694275116
LIN37	19_36230209	"NA"	-0.03349943599095462	0.909694297811253	0.13654628488170453
LIN37	19_36243528	"NA"	-0.03349943599095462	0.909694297811253	0.13654628488170453
LINC00086	X_134551787	UP	0	1	-0
LINC00112	21_43130380	"NA"	0.006526596869560919	0.9662282616683576	0.049564043429226115
LINC00167	11_129862357	"NA"	0.44708767635522606	0.39166096705437403	1.3523227384727197
LINC00240	6_26984588	"NA"	0.007337263185036136	0.9936473676419441	0.009194145731871248
LINC00273	16_33960920	"NA"	0.3049828926833795	0.6741149132078368	0.5689335530588571
LINC00461	5_87971924	UP	-1.0358712923158535	0.05801857426655458	4.107341346218201
LINC00461	5_87960424	"NA"	-1.0358712923158535	0.05801857426655458	4.107341346218201
LINC00466	1_63769568	UP	0.31642892876956275	0.5769971420128222	0.7933639219683202
LINC00479	21_43130380	"NA"	0.3406553238365069	0.4343771516707017	1.2029798758111352
LINC00525	7_47800071	"NA"	-0.8551765352602763	0.26157294558551714	1.9347147638680162
LINC00529	8_11123726	"NA"	0.03873357495459118	0.8076520426831906	0.3081942182671579
LINC00577	6_105378568	"NA"	0	1	-0
LINC00608	2_219840370	"NA"	0.2657469014708873	0.7547872587147171	0.40585802534624765
LINC00667	18_5231431	"NA"	0.08521872374343786	0.8093181365819725	0.3052211686872768
LINC00686	20_61326710	"NA"	-0.24026345881018685	0.4500584394853898	1.1518157492634196
LINC00696	3_52091297	UP	0	1	-0
LINC00696	3_52091297	UP	0	1	-0
LINC00696	3_52091297	UP	0	1	-0
LINC00842	10_47148629	"NA"	0	1	-0
LINC00853	1_47642052	"NA"	-0.8322906480256136	0.4159519104381154	1.2655113515758911
LINC00857	10_81954077	"NA"	0.2616379506669695	0.6610949274831801	0.5970706498166622
LINC00892	X_135718622	"NA"	0.5636319822480619	0.3432984695971022	1.5424646690212418
LINC00893	X_148613326	UP	0.2743743559525744	0.45977481174073853	1.1210006631333627
LINC00893	X_148613326	UP	0.2743743559525744	0.45977481174073853	1.1210006631333627
LINC00893	X_148613326	UP	0.2743743559525744	0.45977481174073853	1.1210006631333627
LINC00936	12_90100351	"NA"	0	1	-0
LINC00938	12_46118831	"NA"	0	1	-0
LINC01004	7_104651065	"NA"	0.3744146842064837	0.31771564942132996	1.6541919416112134
LINC01011	6_2987622	"NA"	0.15084058968618597	0.7144035898741063	0.4851887648753736
LINC01015	6_29495188	"NA"	0.15532379935909457	0.7149688026110852	0.484047803066576
LINC01057	1_95277745	"NA"	0	1	-0
LINC01088	4_79890720	"NA"	0.1258616217155458	0.8546133881239506	0.22665617685179426
LINC01090	2_189149549	DOWN	0.062186633156406046	0.9021735987980428	0.14852302723006097
LINC01116	2_177501443	"NA"	0.24670707305980866	0.7630531897431675	0.39014446914588713
LINC01117	2_177501443	"NA"	0.9526584685920669	0.17260545731949994	2.534450015519322
LINC01124	2_171568282	"NA"	-0.9538877264683423	0.031109757005594835	5.0064890635682096
LINC01134	1_3815536	"NA"	0.7338280168141889	0.09958117727383813	3.327983118364654
LINC01151	8_123703182	"NA"	-0.7157668178789054	0.15071353235146484	2.730119134621499
LINC01158	2_105466818	"NA"	0	1	-0
LITAF	16_11676208	DOWN	0.6614185760508375	0.1005401825176224	3.3141558817138965
LL0XNC01-177E8.2	X_102508185	UP	0	1	-0
LL0XNC01-237H1.3	X_102186171	"NA"	0	1	-0
LL0XNC01-250H12.3	X_102751809	"NA"	0	1	-0
LL0XNC01-39B3.1	X_21950015	"NA"	0	1	-0
LL0XNC01-7P3.1	X_49122546	UP	0	1	-0
LL0XNC01-7P3.1	X_49122546	UP	0	1	-0
LL0XNC01-7P3.1	X_49122546	UP	0	1	-0
LMX1B	9_129371013	UP	-0.36489617317619105	0.7824977126077279	0.35384156011279105
LONRF1	8_12611219	"NA"	-0.05222634904244394	0.8696594823856957	0.20147747466008864
LONRF3	X_118104628	UP	-1.9547562964835254	0.07470394832517138	3.742671694034501
LOR	1_153231216	"NA"	0	1	-0
LOX	5_121407963	UP	-0.6472831364055885	0.5423321956444402	0.882751276151734
LOXL2	8_23279196	"NA"	0.18414344697802165	0.6604957875924646	0.598378734382467
LPAR5	12_6711205	"NA"	0.527597813830273	0.4866817428574737	1.0389494398169112
LPCAT1	5_1521626	"NA"	-0.2838200711405401	0.3576980666588597	1.483185774231644
LPCAT3	12_7084300	"NA"	-0.2457273170556009	0.3572748586874753	1.484893699360677
LPCAT3	12_7122839	"NA"	-0.2457273170556009	0.3572748586874753	1.484893699360677
LPIN1	2_11812418	"NA"	-0.6048780111248719	0.26898451748910107	1.8944049599661241
LPIN1	2_11885173	"NA"	-0.6048780111248719	0.26898451748910107	1.8944049599661241
LPIN2	18_3007049	"NA"	-0.06567551804270622	0.8095072940415821	0.3048840149398678
LRCH4	7_100162503	"NA"	0.06429400664650853	0.847245060193937	0.2391487746912066
LRFN3	19_36414293	"NA"	-0.5335734238612413	0.547772609244499	0.8683509673893438
LRG1	19_4529824	UP	-1.555398700317833	0.09128136020832611	3.453535899997542
LRIT1	10_85987168	"NA"	0.23414828241552677	0.5864880915610913	0.7698262797626095
LRIT2	10_85980038	"NA"	-0.12559844999549963	0.7006788212511795	0.5131748049604918
LRMP	12_25250996	"NA"	-0.09319656102611251	0.7807311807826567	0.35710220581763513
LRPPRC	2_44218645	"NA"	-0.1514984243252009	0.6022393551886135	0.7315911063859577
LRRC16A	6_25276461	"NA"	0	1	-0
LRRC17	7_102552087	"NA"	0.32114975826047076	0.6272362710027708	0.6729191067307675
LRRC20	10_72140625	"NA"	-0.4369728329682654	0.5133888688144612	0.9618760788343108
LRRC23	12_7021929	"NA"	0.08178396474903904	0.8121171985365876	0.30024015374950225
LRRC23	12_6965724	"NA"	0.08178396474903904	0.8121171985365876	0.30024015374950225
LRRC23	12_6996470	"NA"	0.08178396474903904	0.8121171985365876	0.30024015374950225
LRRC26	9_140063275	"NA"	-1.6993262074807247	0.18567453493957858	2.429152130101809
LRRC27	10_134140750	"NA"	0.18397546644405827	0.5876131355241532	0.7670614485783585
LRRC3C	17_38082534	"NA"	1.4400791838841536	0.1120312810063716	3.1580264817848325
LRRC40	1_70666282	"NA"	-0.013532917064856598	0.9602498089297744	0.05851832319802987
LRRC46	17_45906204	"NA"	-0.03218045755339083	0.9330855307973861	0.09991876386220738
LRRC6	8_133680669	"NA"	-0.44200206055431357	0.3821879010179886	1.3876459874710896
LRRC71	1_156881919	DOWN	-0.006887628618831743	0.9952368905833868	0.0068881318512178
LRRC73	6_43474231	"NA"	-0.23339387723337923	0.7445021793407086	0.42565202295113436
LRRC8A	9_131639594	UP	0.009961533674668566	0.9787858014554662	0.030934921461846173
LRRCC1	8_86015922	"NA"	-1.1849640329432596	0.028100954901286994	5.153237034134776
LRRFIP1	2_238532062	"NA"	-0.15001242651037927	0.5404778325640949	0.8876926471507117
LRRIQ3	1_74660238	"NA"	0.3200530377708353	0.655486683676557	0.6093616227377148
LRRN4CL	11_62457026	"NA"	0.18234010266926415	0.756875043922323	0.4018729563591531
LRTM1	3_54999281	"NA"	-0.023626723489114987	0.9658505556971462	0.05012811414272384
LRWD1	7_102089384	"NA"	0.04637304701578593	0.9068377812451845	0.14108359608964938
LSM1	8_38033716	"NA"	-0.27770154427392235	0.19718449104551664	2.342382009558995
LSM2	6_31774256	"NA"	0.5241613009053783	0.029774122180068446	5.069797215526836
LSM6	4_147095474	"NA"	0.21053892974356492	0.3879727022298064	1.3659729469675497
LSM7	19_2325889	"NA"	-0.14000047141801808	0.672032322233471	0.5733974719956334
LSMD1	17_7751467	"NA"	0	1	-0
LSP1	11_1891694	DOWN	-0.16963704020757042	0.8575661675399302	0.22168010476934583
LSP1	11_1891694	DOWN	-0.16963704020757042	0.8575661675399302	0.22168010476934583
LSP1	11_1891694	DOWN	-0.16963704020757042	0.8575661675399302	0.22168010476934583
LSP1	11_1891694	DOWN	-0.16963704020757042	0.8575661675399302	0.22168010476934583
LSP1	11_1891694	DOWN	-0.16963704020757042	0.8575661675399302	0.22168010476934583
LSR	19_35735664	"NA"	0.13520758530840205	0.8134274058334297	0.2979144962757657
LSR	19_35751275	"NA"	0.13520758530840205	0.8134274058334297	0.2979144962757657
LTA	6_31528654	"NA"	-0.12054896345721494	0.8655843501274494	0.20825367959234825
LTA4H	12_96434902	"NA"	-0.8526894280660322	0.05407510382582567	4.208891659566944
LTB4R	14_24769128	"NA"	-0.6388909768564437	0.1662032324882528	2.5889796535166405
LTB4R2	14_24769128	"NA"	-0.5481062858081596	0.1802465497743747	2.471956450794576
LTBP1	2_33170204	"NA"	0.20137762637012324	0.8709150288603524	0.19939612626039557
LTF	3_46525579	"NA"	2.9853041154746767	0.046757916021760805	4.418645558709051
LTV1	6_144159166	"NA"	-0.39456853969445405	0.14497866764469194	2.7860874591114246
LXN	3_158387933	"NA"	-0.14713155020372826	0.7755194211611824	0.3667651840810719
LY6G6C	6_31682145	UP	-0.004064979042589512	0.9956235750285661	0.006327703083757356
LY6G6C	6_31682145	UP	-0.004064979042589512	0.9956235750285661	0.006327703083757356
LY6G6D	6_31682145	UP	0.6079422405756025	0.5290358890479607	0.918562498833056
LY6G6D	6_31682145	UP	0.6079422405756025	0.5290358890479607	0.918562498833056
LY6G6D	6_31682145	UP	0.6079422405756025	0.5290358890479607	0.918562498833056
LY6G6D	6_31682145	UP	0.6079422405756025	0.5290358890479607	0.918562498833056
LY6G6F	6_31672196	"NA"	1.1751051770190748	0.31470819601529737	1.6679133433350704
LY96	8_74900360	"NA"	-0.2605130535393074	0.7764466390327733	0.36504131547512986
LYPD1	2_133428935	UP	5.44533406465212	1.0096225261726703e-10	33.205464944420065
LYPD4	19_42338250	"NA"	-0.0034484885884999983	0.9967461012436991	0.004702037732106667
LYPD5	19_44327406	"NA"	0.05171098084288517	0.9613990108989171	0.056792775676127595
LYRM2	6_90345657	"NA"	-0.12971907985107567	0.5497205689623286	0.863229633003467
LYRM5	12_25347738	"NA"	0	1	-0
LYRM7	5_130496607	"NA"	0.5113696961919052	0.17973315683677052	2.4760715158033664
LYRM9	17_26219311	"NA"	0.193884329754074	0.624004060970851	0.6803726768199607
LYSMD3	5_89822079	"NA"	0.23900231160479368	0.4697339434638619	1.0900842468789995
LYST	1_236046789	UP	-1.4667365538707298	0.025104655591614435	5.315901256829421
LZTFL1	3_45956514	"NA"	-0.18142389100820822	0.598761936853974	0.7399455823377167
M6PR	12_9093556	"NA"	0.13902364252070765	0.4922610451946815	1.022504517671004
MAD1L1	7_2271653	"NA"	-0.23875329623843378	0.2279291356402614	2.133342742214558
MAEA	4_1270927	"NA"	-0.2910920286662879	0.13132242309757622	2.928814819709968
MAG	19_35782588	"NA"	-0.04888877089638122	0.956535281721947	0.06410991165153114
MAGEB1	X_30256152	"NA"	-0.013769044841143163	0.9542737592209418	0.06752489321230144
MAGEB3	X_30244505	DOWN	-0.22439594279741204	0.4984906338858156	1.0043616967301454
MAGEB4	X_30256152	"NA"	0.4790151975655599	0.1594899749262264	2.6484623516418138
MAGED1	X_51545747	"NA"	0.09195303216181738	0.8956437614433779	0.1590030744291718
MAGED2	X_54829148	UP	0.6381823732019791	0.029120051272172966	5.101843294058014
MAGED2	X_54829148	UP	0.6381823732019791	0.029120051272172966	5.101843294058014
MAGEE1	X_75646226	"NA"	-0.002333707129764273	0.9978599049364152	0.003090813033048093
MAGEF1	3_184423287	UP	-0.15930868838976808	0.7066255977579665	0.5009820825826982
MAGEH1	X_55477441	UP	0.23044529735293384	0.4735468149197464	1.0784210370628533
MAGEL2	15_23888995	"NA"	-0.31411256901713625	0.7117457800320903	0.4905660606884542
MAGIX	X_49017139	UP	0.09711730851660594	0.7932196592300572	0.33420766098898064
MAGIX	X_49017139	UP	0.09711730851660594	0.7932196592300572	0.33420766098898064
MAGIX	X_49017139	UP	0.09711730851660594	0.7932196592300572	0.33420766098898064
MAGOHB	12_10764534	"NA"	0.1580872051551605	0.5661354539182097	0.8207808204234794
MAK	6_10837605	"NA"	0.5373156537505812	0.18400036930362176	2.4422194329965468
MAL	2_95686995	"NA"	0.19251480816663102	0.8509179256486071	0.23290810982691668
MALL	2_110853831	UP	-0.9116764210411863	0.2985614604217708	1.7439001465844728
MALRD1	10_19491070	"NA"	-0.7979326263875092	0.6782859587210293	0.5600344671706925
MALSU1	7_23337129	"NA"	-0.14158628544155683	0.5557998441822294	0.8473626648065278
MAML3	4_141074989	"NA"	-0.07317076552922241	0.8154100441668298	0.2944023669296445
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAMLD1	X_149527533	UP	-0.7297593357256518	0.4632448440026137	1.1101531759974894
MAN1B1	9_139999027	"NA"	0.041576830292511247	0.8771159783494511	0.18916047647400225
MAN1C1	1_25938885	"NA"	0.5799849735338598	0.3573903278213465	1.4844275041369386
MAN2A1	5_109024485	"NA"	-0.27669430781473636	0.39619290732939927	1.335725041647075
MANEA	6_96024043	"NA"	0.3792317278031927	0.2625488272454317	1.9293423434450863
MANEA-AS1	6_96024043	"NA"	0	1	-0
MANSC1	12_12502282	"NA"	-0.5236142836203395	0.5935220856491519	0.752626379655948
MAP1B	5_71397000	DOWN	0.01387647745299625	0.9850426014000244	0.021741974887390682
MAP1LC3B2	12_116983349	"NA"	-0.3239693320200079	0.48326902414211226	1.0491015688755558
MAP2	2_210285850	"NA"	-0.8908685330374584	0.3943653983118687	1.342395119930641
MAP2K3	17_21183232	"NA"	0.22217158040778884	0.4078523872972166	1.2938809981994492
MAP2K4P1	X_72777977	UP	-0.8274214779121736	0.19059631394510923	2.3914078765027478
MAP2K4P1	X_72777977	UP	-0.8274214779121736	0.19059631394510923	2.3914078765027478
MAP3K1	5_56108371	"NA"	-0.3784062095998957	0.3323159066748764	1.5893727439828313
MAP3K12	12_53888594	"NA"	-0.10437674876460257	0.7502880922883373	0.4144834332658594
MAP3K14	17_43392707	"NA"	-0.24466817732122337	0.5255294224290246	0.9281565573332456
MAP3K3	17_61698007	"NA"	-0.4044145369121157	0.24578928387049118	2.0245060776467487
MAP3K4	6_161406454	"NA"	-0.4681018405313164	0.017754835586064218	5.815644189047947
MAP3K7	6_91294381	"NA"	-0.5059431369553922	0.011271677519557866	6.471153947641029
MAP7D2	X_20132906	UP	-0.606902975905962	0.6120246138463167	0.7083384198126561
MAP7D3	X_135338200	"NA"	-0.11534978769826232	0.7055297735869157	0.5032211285781619
MAPK14	6_35994390	"NA"	-0.27134250993103404	0.190030980212532	2.3956934586704124
MAPK8	10_49512933	"NA"	-0.18513578055625768	0.516902005513176	0.952037295121626
MAPKAPK2	1_206846623	"NA"	-0.4381857989759599	0.15519351641001702	2.6878598082289633
MAPKAPK3	3_50646827	"NA"	0.43573362239279145	0.08502123978546333	3.556032893167683
MARCH6	5_10350337	"NA"	0	1	-0
MARCH8	10_46088525	"NA"	0	1	-0
MARCH9	12_58141865	"NA"	0	1	-0
MARCH9	12_58150540	"NA"	0	1	-0
MARCKSL1	1_32794627	"NA"	0.15194156970007544	0.7993078403996908	0.32317685420685155
MARCKSL1P2	6_138709793	"NA"	0.25631021569437307	0.7328701541603396	0.44837048253487527
MARCO	2_119690697	"NA"	-3.372588869815117	0.13320657548372453	2.90826279488346
MARS	12_57868429	"NA"	0	1	-0
MARS2	2_198564610	"NA"	0.4148874017999473	0.2826703491288622	1.8228075361195402
MAST1	19_12948280	"NA"	-0.8872964226891009	0.30907023968421077	1.6939933508401828
MATR3	5_138624870	"NA"	0.5882289812351127	0.1394751454930551	2.8419200385578383
MAZ	16_29815642	"NA"	-0.25863508115076606	0.46123404577802485	1.116429086099161
MAZ	16_29819843	"NA"	-0.25863508115076606	0.46123404577802485	1.116429086099161
MBD6	12_57910127	"NA"	0.25852659842132386	0.3582446487916824	1.4809829402097432
MBLAC2	5_89769063	"NA"	0.721434180277023	0.045424139155008036	4.460397015955266
MBNL1	3_151958404	"NA"	-0.2556890061204342	0.3768047621932932	1.4081108965257523
MBNL1	3_151979492	"NA"	-0.2556890061204342	0.3768047621932932	1.4081108965257523
MBNL1-AS1	3_151979492	"NA"	-0.48607157729897743	0.48128359212818195	1.0550408549604404
MBNL2	13_97870937	UP	-0.09925605637379498	0.8592164500611251	0.2189064802949231
MBNL3	X_131622381	UP	0.23842624702991344	0.5078269885577203	0.977591025574003
MBNL3	X_131622381	UP	0.23842624702991344	0.5078269885577203	0.977591025574003
MBTPS2	X_21856331	UP	0.10404931911896664	0.6544633001261917	0.6116158014341033
MBTPS2	X_21856331	UP	0.10404931911896664	0.6544633001261917	0.6116158014341033
MBTPS2	X_21856331	UP	0.10404931911896664	0.6544633001261917	0.6116158014341033
MBTPS2	X_21856331	UP	0.10404931911896664	0.6544633001261917	0.6116158014341033
MC3R	20_54810581	UP	-0.3419865164237237	0.34384845721081847	1.5401552224055564
MCCD1	6_31488607	"NA"	0.5424337588331412	0.4810261623821973	1.0558127324666755
MCIDAS	5_54519601	"NA"	0.18701330813178352	0.7997789943349898	0.3223267046704337
MCM9	6_119214311	"NA"	0.03301745271609402	0.8552528064852438	0.22557716172791958
MCPH1	8_6261206	"NA"	-0.0305010695501986	0.9034079037895062	0.1465505591194117
MCTS1	X_119725757	"NA"	0.2572551735988071	0.16756217176097063	2.5772316067849115
MDH1	2_63814790	"NA"	-0.5961287834851134	0.02554689089209914	5.290708466810886
MDH1B	2_207629540	"NA"	-0.30724808377300583	0.7489831003057699	0.4169949281127059
MDH2	7_75676828	"NA"	0.025687130871038022	0.9267687401813192	0.10971871182615052
MDN1	6_90529166	"NA"	-0.2658584009242215	0.3549438314674255	1.4943373532974502
MDP1	14_24683387	"NA"	0.049479141501092005	0.8854267513486516	0.1755551327289599
ME1	6_84137154	"NA"	-0.9671222249755329	0.46124158130690707	1.1164055158934452
MED12	X_70332025	UP	0.14735365897692	0.525984481694036	0.9269078590833156
MED12	X_70332025	UP	0.14735365897692	0.525984481694036	0.9269078590833156
MED13L	12_116714223	"NA"	-0.14558077862050212	0.6324646283949642	0.6609432978727097
MED14	X_40594287	"NA"	0.12839773075655803	0.5697260395051413	0.8116597483480701
MED14-AS1	X_40594287	"NA"	0	1	-0
MED17	11_93516090	"NA"	0.26590893066079246	0.24675387315840816	2.0188553648457153
MED27	9_134953558	"NA"	-0.18653057997724432	0.3582132436080844	1.4811094182711748
MED31	17_6553364	UP	0.05147631163946187	0.8336253463206648	0.26252895156171197
MEFV	16_3301420	UP	-1.6247641409810094	0.30404494908887314	1.717643471764818
MEG3	14_101320467	"NA"	0.4695299881277586	0.7953639336964635	0.3303129512216903
MEGF9	9_123474659	"NA"	-0.37664082241771624	0.5511244533407091	0.8595499540520806
MEGT1	6_31672196	"NA"	0	1	-0
MEIS1	2_66655565	"NA"	-3.5577004200579956	0.24749630830420563	2.01452108901203
MEIS1	2_66666185	"NA"	-3.5577004200579956	0.24749630830420563	2.01452108901203
MEIS1-AS2	2_66666185	"NA"	-1.577939265315516	0.41755326886908506	1.259967835430054
MEIS1-AS3	2_66655565	"NA"	-1.1508860274217874	0.053958391849704336	4.2120088382459455
MEIS2	15_37387188	UP	2.6721096510436473	0.01118043075029756	6.482880417573335
MEPCE	7_100022010	"NA"	0.24076374857619243	0.3490747699599944	1.518392007744557
MEST	7_130123397	"NA"	1.8911484043973985	0.03265046593989237	4.936752609813872
MEST	7_130131394	"NA"	1.8911484043973985	0.03265046593989237	4.936752609813872
METRNL	17_81036320	"NA"	-0.4997612930330009	0.5820921864477645	0.7806804427863616
METTL1	12_58161745	"NA"	0.1351057913852931	0.6889282442087337	0.5375743690190666
METTL12	11_62424417	"NA"	0	1	-0
METTL16	17_2314092	"NA"	0.22663720554464284	0.19712779087019977	2.342796914526771
